shipment_id,timestamp,route,product_type,sensor_position,temperature_c,humidity_pct,simulated_excursion,out_of_range,temp_change,rolling_mean_60m,rolling_std_60m,abs_deviation,ai_anomaly,anomaly_score,risk_score,risk_level
CC001,2026-08-01 08:00:00,Route-A,Strawberries,Front-Bottom,4.639255603316763,83.908270977266,0,0,0.0,4.639255603316763,0.0,0.0,0,0.42666482578500503,30.806823636263005,Medium
CC001,2026-08-01 08:10:00,Route-A,Strawberries,Front-Bottom,4.64279387036204,84.32864581745436,0,0,0.0035382670452772658,4.641024736839402,0.0025019326213644435,0.0017691335226386329,0,0.4191962379340391,30.811918511001767,Medium
CC001,2026-08-01 08:20:00,Route-A,Strawberries,Front-Bottom,4.757957425513776,84.07369265545346,0,0,0.11516355515173604,4.68000229973086,0.06753429543790092,0.07795512578291675,0,0.39222803427911773,30.731738031025568,Medium
CC001,2026-08-01 08:30:00,Route-A,Strawberries,Front-Bottom,4.665863243339309,84.14189414475551,0,0,-0.09209418217446785,4.676467535632972,0.055592855678045415,0.010604292293663775,0,0.40865099989211934,31.396813104560355,Medium
CC001,2026-08-01 08:40:00,Route-A,Strawberries,Front-Bottom,4.680409874806547,84.3836209029537,0,0,0.014546631467238669,4.677256003467687,0.04817709631621536,0.003153871338859915,0,0.41296806871466923,31.152232592349886,Medium
CC001,2026-08-01 08:50:00,Route-A,Strawberries,Front-Bottom,4.566504946397634,84.3795738961897,0,0,-0.11390492840891309,4.658797493956012,0.06245899076934542,0.09229254755837779,0,0.3943721155445268,32.410589519561874,Medium
CC001,2026-08-01 09:00:00,Route-A,Strawberries,Front-Bottom,4.660577136274154,84.29838710858735,0,0,0.09407218987651955,4.662351082782243,0.06172704644703901,0.0017739465080897077,0,0.41084419091060265,31.537281947525848,Medium
CC001,2026-08-01 09:10:00,Route-A,Strawberries,Front-Bottom,4.7257134502391,83.14164498772676,0,0,0.06513631396494635,4.6761710127617535,0.0656315527465745,0.049542437477346546,0,0.40992404228643464,30.998766664006872,Medium
CC001,2026-08-01 09:20:00,Route-A,Strawberries,Front-Bottom,4.589066813214835,83.0345264981316,0,0,-0.13664663702426516,4.648022577378597,0.059467001539305064,0.05895576416376169,0,0.42190965599155184,32.15889256862026,Medium
CC001,2026-08-01 09:30:00,Route-A,Strawberries,Front-Bottom,4.777853452475484,83.78393363288492,0,0,0.1887866392606492,4.666687612234625,0.08016119631070842,0.11116584024085885,0,0.39896474722723213,30.738761296968693,Medium
CC001,2026-08-01 09:40:00,Route-A,Strawberries,Front-Bottom,4.574419842471691,83.31992514347816,0,0,-0.2034336100037928,4.649022606845484,0.0878428293309844,0.07460276437379232,0,0.40437431323594075,32.718793883974264,Medium
CC001,2026-08-01 09:50:00,Route-A,Strawberries,Front-Bottom,4.795607995784149,83.72258391985956,0,0,0.22118815331245756,4.687206448409902,0.09435241464761299,0.10840154737424701,0,0.3967125990311802,30.788879591692837,Medium
CC001,2026-08-01 10:00:00,Route-A,Strawberries,Front-Bottom,4.857491451589776,84.47149786600545,0,0,0.06188345580562693,4.720025500962506,0.11518438394992458,0.13746595062726996,0,0.36786047565027535,30.534094119675924,Medium
CC001,2026-08-01 10:10:00,Route-A,Strawberries,Front-Bottom,4.727911608566349,83.76897423620757,0,0,-0.12957984302342673,4.720391860683715,0.1152095865274349,0.00751974788263432,0,0.39446757596951965,31.722287386053328,Medium
CC001,2026-08-01 10:20:00,Route-A,Strawberries,Front-Bottom,4.764767596925219,84.32379587977319,0,0,0.036855988358869496,4.749675324635445,0.09585828545025245,0.015092272289773945,0,0.38419655065454744,31.094171309939284,Medium
CC001,2026-08-01 10:30:00,Route-A,Strawberries,Front-Bottom,4.911081798646347,83.91782811272309,0,0,0.14631420172112808,4.7718800489972555,0.1168279065184929,0.13920174964909116,0,0.376736037996416,30.067502110185885,Medium
CC001,2026-08-01 10:40:00,Route-A,Strawberries,Front-Bottom,4.878125674065427,85.51629597772323,0,0,-0.032956124580919344,4.8224976875962104,0.07094861008993615,0.05562798646921685,0,0.3707140119175336,29.681410472415966,Medium
CC001,2026-08-01 10:50:00,Route-A,Strawberries,Front-Bottom,5.171389411812159,85.34449687565686,0,0,0.29326373774673176,4.885127923600879,0.1566113835563013,0.28626148821127995,0,0.3947075784379641,28.278101145066397,Medium
CC001,2026-08-01 11:00:00,Route-A,Strawberries,Front-Bottom,4.856297278841173,83.7337203725978,0,0,-0.31509213297098615,4.884928894809446,0.1566542824913354,0.028631615968272683,0,0.388461784484483,31.167089181325945,Medium
CC001,2026-08-01 11:10:00,Route-A,Strawberries,Front-Bottom,4.50560095022727,84.1739162348286,0,0,-0.3506963286139033,4.847877118419599,0.21619485547732564,0.3422761681923294,0,0.42588486667506936,35.27491412174325,Medium
CC001,2026-08-01 11:20:00,Route-A,Strawberries,Front-Bottom,4.694934749858085,84.53347848245087,0,0,0.1893337996308153,4.836238310575077,0.22332598689997527,0.14130356071699168,0,0.3761054128459549,33.646321263133856,Medium
CC001,2026-08-01 11:30:00,Route-A,Strawberries,Front-Bottom,5.129523258901766,83.53241892428498,0,0,0.43458850904368074,4.872645220617646,0.25370621464184395,0.25687803828411937,0,0.42762011204705336,30.11829667969481,Medium
