shipment_id,timestamp,route,product_type,sensor_position,temperature_c,humidity_pct,simulated_excursion
CC001,2026-08-01 08:00:00,Route-A,Strawberries,Front-Top,4.224992935980918,83.00850613271538,0
CC001,2026-08-01 08:00:00,Route-A,Strawberries,Front-Bottom,4.639255603316763,83.908270977266,0
CC001,2026-08-01 08:00:00,Route-A,Strawberries,Middle-Top,4.974470905413917,84.46448614231927,0
CC001,2026-08-01 08:00:00,Route-A,Strawberries,Middle-Bottom,5.139082687192854,84.24728832709545,0
CC001,2026-08-01 08:00:00,Route-A,Strawberries,Rear-Top,5.122554411073457,83.24881396693871,0
CC001,2026-08-01 08:00:00,Route-A,Strawberries,Rear-Bottom,5.167192605961082,83.79062813303733,0
CC001,2026-08-01 08:10:00,Route-A,Strawberries,Front-Top,4.806235350411248,83.84785875011885,0
CC001,2026-08-01 08:10:00,Route-A,Strawberries,Front-Bottom,4.64279387036204,84.32864581745436,0
CC001,2026-08-01 08:10:00,Route-A,Strawberries,Middle-Top,4.9004697795372,84.25760408967253,0
CC001,2026-08-01 08:10:00,Route-A,Strawberries,Middle-Bottom,4.87302320650069,83.59745947721694,0
CC001,2026-08-01 08:10:00,Route-A,Strawberries,Rear-Top,5.17705420551351,84.74630999247164,0
CC001,2026-08-01 08:10:00,Route-A,Strawberries,Rear-Bottom,5.034949743596666,83.37889253658315,0
CC001,2026-08-01 08:20:00,Route-A,Strawberries,Front-Top,4.729954138178386,84.37222057686859,0
CC001,2026-08-01 08:20:00,Route-A,Strawberries,Front-Bottom,4.7579574255137755,84.07369265545346,0
CC001,2026-08-01 08:20:00,Route-A,Strawberries,Middle-Top,4.993025567392441,84.14852947319723,0
CC001,2026-08-01 08:20:00,Route-A,Strawberries,Middle-Bottom,4.968332619869766,84.19439616813794,0
CC001,2026-08-01 08:20:00,Route-A,Strawberries,Rear-Top,4.813880339787746,83.76824273760484,0
CC001,2026-08-01 08:20:00,Route-A,Strawberries,Rear-Bottom,5.081170374677964,83.79941301319627,0
CC001,2026-08-01 08:30:00,Route-A,Strawberries,Front-Top,4.450292947911964,84.70576184739605,0
CC001,2026-08-01 08:30:00,Route-A,Strawberries,Front-Bottom,4.665863243339309,84.14189414475551,0
CC001,2026-08-01 08:30:00,Route-A,Strawberries,Middle-Top,4.974163333099462,84.58331006382195,0
CC001,2026-08-01 08:30:00,Route-A,Strawberries,Middle-Bottom,4.882919226057125,84.62855011606202,0
CC001,2026-08-01 08:30:00,Route-A,Strawberries,Rear-Top,4.856519010535921,83.23466594937958,0
CC001,2026-08-01 08:30:00,Route-A,Strawberries,Rear-Bottom,5.295631482666425,84.12766501443141,0
CC001,2026-08-01 08:40:00,Route-A,Strawberries,Front-Top,4.539186775615614,84.17485602041721,0
CC001,2026-08-01 08:40:00,Route-A,Strawberries,Front-Bottom,4.680409874806547,84.3836209029537,0
CC001,2026-08-01 08:40:00,Route-A,Strawberries,Middle-Top,4.790742559574477,83.79666171086468,0
CC001,2026-08-01 08:40:00,Route-A,Strawberries,Middle-Bottom,5.063747298497594,83.7352965985216,0
CC001,2026-08-01 08:40:00,Route-A,Strawberries,Rear-Top,5.1826266505592535,84.37645005988448,0
CC001,2026-08-01 08:40:00,Route-A,Strawberries,Rear-Bottom,5.1983648647444936,83.76756941823261,0
CC001,2026-08-01 08:50:00,Route-A,Strawberries,Front-Top,4.322289177253454,83.08675320678714,0
CC001,2026-08-01 08:50:00,Route-A,Strawberries,Front-Bottom,4.566504946397634,84.3795738961897,0
CC001,2026-08-01 08:50:00,Route-A,Strawberries,Middle-Top,4.79794011563881,85.00919174593355,0
CC001,2026-08-01 08:50:00,Route-A,Strawberries,Middle-Bottom,5.118762177689975,83.44619956147639,0
CC001,2026-08-01 08:50:00,Route-A,Strawberries,Rear-Top,4.935005405481996,83.86240878435291,0
CC001,2026-08-01 08:50:00,Route-A,Strawberries,Rear-Bottom,4.915091699191277,84.4038284879654,0
CC001,2026-08-01 09:00:00,Route-A,Strawberries,Front-Top,4.528938831880215,83.12327326256714,0
CC001,2026-08-01 09:00:00,Route-A,Strawberries,Front-Bottom,4.660577136274154,84.29838710858735,0
CC001,2026-08-01 09:00:00,Route-A,Strawberries,Middle-Top,5.164206024343403,83.96796482140795,0
CC001,2026-08-01 09:00:00,Route-A,Strawberries,Middle-Bottom,5.028155438197774,84.28951143941929,0
CC001,2026-08-01 09:00:00,Route-A,Strawberries,Rear-Top,5.266205848170261,84.38532350204372,0
